"","treatment","comparator","median","boundLower","boundUpper","label","result"
"27","Dabigatran_150_mg","Edoxaban_60_mg",1.17199906804316,0.785674039661548,1.7431977366128,"Dabigatran 150 mg vs Edoxaban 60 mg","1.17 (0.79, 1.74)"
"28","Edoxaban_30_mg","Edoxaban_60_mg",0.78596789576907,0.622080868160016,0.984323129754803,"Edoxaban 30 mg vs Edoxaban 60 mg","0.79 (0.62, 0.98)"
"29","Rivaroxaban_20_mg","Edoxaban_60_mg",0.661090276098985,0.469197866855919,0.941986765242024,"Rivaroxaban 20 mg vs Edoxaban 60 mg","0.66 (0.47, 0.94)"
"30","Warfarin","Edoxaban_60_mg",0.829913860062368,0.661733603566404,1.03876813579589,"Warfarin vs Edoxaban 60 mg","0.83 (0.66, 1.04)"
"31","Apixaban_5_mg","Rivaroxaban_20_mg",1.10475113905635,0.749627291772254,1.62257612966309,"Apixaban 5 mg vs Rivaroxaban 20 mg","1.10 (0.75, 1.62)"
"32","Dabigatran_110_mg","Rivaroxaban_20_mg",1.72615321351555,1.13642744524757,2.62729576950859,"Dabigatran 110 mg vs Rivaroxaban 20 mg","1.73 (1.14, 2.63)"
"33","Dabigatran_150_mg","Rivaroxaban_20_mg",1.76499228385539,1.17103955346268,2.69196754486169,"Dabigatran 150 mg vs Rivaroxaban 20 mg","1.76 (1.17, 2.69)"
"34","Edoxaban_30_mg","Rivaroxaban_20_mg",1.18465024225565,0.818381054538605,1.68751120192629,"Edoxaban 30 mg vs Rivaroxaban 20 mg","1.18 (0.82, 1.69)"
"35","Edoxaban_60_mg","Rivaroxaban_20_mg",1.51265271348549,1.06158604016381,2.1312969871346,"Edoxaban 60 mg vs Rivaroxaban 20 mg","1.51 (1.06, 2.13)"
"36","Warfarin","Rivaroxaban_20_mg",1.25545149122486,0.958622296327826,1.63492218859089,"Warfarin vs Rivaroxaban 20 mg","1.26 (0.96, 1.63)"
"37","Apixaban_5_mg","Warfarin",0.880148627618413,0.662299708639389,1.17416768813872,"Apixaban 5 mg vs Warfarin","0.88 (0.66, 1.17)"
"38","Dabigatran_110_mg","Warfarin",1.37944955731654,0.991810655251291,1.90491235715002,"Dabigatran 110 mg vs Warfarin","1.38 (0.99, 1.90)"
"39","Dabigatran_150_mg","Warfarin",1.41171453866447,1.01564572032398,1.94876674974938,"Dabigatran 150 mg vs Warfarin","1.41 (1.02, 1.95)"
"40","Edoxaban_30_mg","Warfarin",0.945397220358061,0.742287727746682,1.19447457647584,"Edoxaban 30 mg vs Warfarin","0.95 (0.74, 1.19)"
"41","Edoxaban_60_mg","Warfarin",1.20494432991498,0.962678739884346,1.51118213524372,"Edoxaban 60 mg vs Warfarin","1.20 (0.96, 1.51)"
"42","Rivaroxaban_20_mg","Warfarin",0.796526195547679,0.611649904184053,1.04316371925698,"Rivaroxaban 20 mg vs Warfarin","0.80 (0.61, 1.04)"
